cause	type	doc_id	category	trick	checksum	residual	text
case	PER	works_0009__m2718_case	adversarial	mut:case		hidden	МОРОЗОВОЙ АННЕ НИКОЛАЕВНЕ
case	PER	works_0009__m2718_case	adversarial	mut:case		hidden	ОГАНЕСЯН Г. А.
case	PER	works_0012__m1337_case	adversarial	mut:case		LEAK	ЗАЙЦЕВА ДАРЬЯ ПАВЛОВНА
case	PER	works_0012__m1337_case	adversarial	mut:case		LEAK	белов с. д.
case	PER	works_0012__m1337_case	adversarial	mut:case		LEAK	белов сергей дмитриевич
case	PER	works_0012__m1337_case	adversarial	mut:case		LEAK	белов сергей дмитриевич
case	PER	works_0012__m1337_case	adversarial	mut:case		LEAK	зайцева дарья павловна
case	PER	works_0012__m1337_case	adversarial	mut:case		LEAK	зайцева дарья павловна
case	PER	works_0012__m1337_case	adversarial	mut:case		hidden	СЕМЁНОВ ЮРИЙ МИХАЙЛОВИЧ
case	PER	works_0012__m1337_case	adversarial	mut:case		hidden	бЕлОвУ СеРгЕю дМиТрИеВиЧу
combo_homoglyph+invisible+case	ACCOUNT	agency_0001__m1337_combo	adversarial	mut:combo		LEAK	301018 І0400ОО0 0О022⁠5
combo_homoglyph+invisible+case	ACCOUNT	agency_0001__m1337_combo	adversarial	mut:combo		LEAK	З0‍1О181​02‍О0О00000700
combo_homoglyph+invisible+case	ACCOUNT	agency_0001__m1337_combo	adversarial	mut:combo		LEAK	Ч‍07О 2⁠81О 7​519 1б37 6892
combo_homoglyph+invisible+case	ACCOUNT	agency_0004__m2718_combo	adversarial	mut:combo	valid	hidden	40‍8‍028І0793О166091⁠68
combo_homoglyph+invisible+case	ACCOUNT	agency_0004__m2718_combo	adversarial	mut:combo	valid	hidden	Ч0802‍8ІОО926989​5 2351
combo_homoglyph+invisible+case	ACCOUNT	agency_0006__m1337_combo	adversarial	mut:combo		LEAK	4081 78⁠І0 О​590 3⁠3Ч9 867О
combo_homoglyph+invisible+case	ACCOUNT	agency_0007__m1337_combo	adversarial	mut:combo		LEAK	З01О181⁠09 О0000‍00079О
combo_homoglyph+invisible+case	ACCOUNT	agency_0007__m1337_combo	adversarial	mut:combo		LEAK	З0І0І81О7000 00000⁠18​7
combo_homoglyph+invisible+case	ACCOUNT	agency_0007__m1337_combo	adversarial	mut:combo		LEAK	Ч07028106\n 0084 9б5З12​0
combo_homoglyph+invisible+case	ACCOUNT	agency_0007__m1337_combo	adversarial	mut:combo	valid	LEAK	407⁠02810 5Ч5462939 494
combo_homoglyph+invisible+case	ACCOUNT	agency_0007__m1337_combo	adversarial	mut:combo	valid	LEAK	4О7 028106​О08 Ч965З120
combo_homoglyph+invisible+case	ACCOUNT	cession_0003__m1337_combo	adversarial	mut:combo		LEAK	30 10181⁠0Ч000ООО002 25
combo_homoglyph+invisible+case	ACCOUNT	cession_0003__m1337_combo	adversarial	mut:combo		LEAK	3‍О​І 018І09000О0000790
combo_homoglyph+invisible+case	ACCOUNT	cession_0003__m1337_combo	adversarial	mut:combo		LEAK	4О7­028⁠1ОО\nО991287362 7
combo_homoglyph+invisible+case	ACCOUNT	labor_0001__m1337_combo	adversarial	mut:combo	valid	hidden	4О8028І​О2О⁠394903610⁠1
combo_homoglyph+invisible+case	ACCOUNT	labor_0002__m1337_combo	adversarial	mut:combo		hidden	З­01⁠01‍810900О0000079О
combo_homoglyph+invisible+case	ACCOUNT	labor_0002__m1337_combo	adversarial	mut:combo	valid	LEAK	4‍О70 2810  1610 071⁠І Ч89б
combo_homoglyph+invisible+case	ACCOUNT	labor_0007__m1337_combo	adversarial	mut:combo	valid	LEAK	ЧО80281 07⁠812Ч­41602О5
combo_homoglyph+invisible+case	ACCOUNT	lease_0001__m1337_combo	adversarial	mut:combo		LEAK	3⁠01‍0181​О445250ОО0З60
combo_homoglyph+invisible+case	ACCOUNT	lease_0001__m1337_combo	adversarial	mut:combo		LEAK	ЗО1018106 00О000⁠0060​3
combo_homoglyph+invisible+case	ACCOUNT	lease_0001__m1337_combo	adversarial	mut:combo	valid	LEAK	4‍070281 ОЗ2 б59765б202
combo_homoglyph+invisible+case	ACCOUNT	lease_0001__m1337_combo	adversarial	mut:combo	valid	hidden	407028⁠І0О5946‍5725­З92
combo_homoglyph+invisible+case	ACCOUNT	lease_0002__m2718_combo	adversarial	mut:combo		LEAK	ЗО10І810150040 0‍0О‍763
combo_homoglyph+invisible+case	ACCOUNT	lease_0002__m2718_combo	adversarial	mut:combo	valid	LEAK	Ч0⁠702 8102962553­95750
combo_homoglyph+invisible+case	ACCOUNT	lease_0002__m2718_combo	adversarial	mut:combo	valid	LEAK	Ч‍0802810 723З⁠35432621
combo_homoglyph+invisible+case	ACCOUNT	lease_0007__m1337_combo	adversarial	mut:combo		LEAK	30​1ОІ8І О70000⁠0000187
combo_homoglyph+invisible+case	ACCOUNT	lease_0007__m1337_combo	adversarial	mut:combo		LEAK	З010181‍0І5ОО⁠400007​63
combo_homoglyph+invisible+case	ACCOUNT	lease_0007__m1337_combo	adversarial	mut:combo	valid	LEAK	407О  2810 825О ⁠0142 Ч55⁠8
combo_homoglyph+invisible+case	ACCOUNT	lease_0007__m1337_combo	adversarial	mut:combo	valid	LEAK	Ч070 ⁠2810 2113 77⁠бЗ 78⁠92
combo_homoglyph+invisible+case	ACCOUNT	loan_0001__m1337_combo	adversarial	mut:combo		LEAK	3ОІ018І⁠О20000000⁠05 93
combo_homoglyph+invisible+case	ACCOUNT	loan_0001__m1337_combo	adversarial	mut:combo		LEAK	407О281О‍9\n2 62б56⁠133З9
combo_homoglyph+invisible+case	ACCOUNT	loan_0001__m1337_combo	adversarial	mut:combo		LEAK	ЗО10І81О‍4000000002⁠2 5
combo_homoglyph+invisible+case	ACCOUNT	loan_0001__m1337_combo	adversarial	mut:combo	valid	LEAK	Ч07О 2­8ІО8757⁠46399124
combo_homoglyph+invisible+case	ACCOUNT	loan_0001__m1337_combo	adversarial	mut:combo	valid	LEAK	ЧО7О2810­92⁠62656І3 339
combo_homoglyph+invisible+case	ACCOUNT	loan_0004__m2718_combo	adversarial	mut:combo	valid	LEAK	4080​28‍10Ч24⁠5890275О3
combo_homoglyph+invisible+case	ACCOUNT	loan_0004__m2718_combo	adversarial	mut:combo	valid	LEAK	40 80­28105­З5896290777
combo_homoglyph+invisible+case	ACCOUNT	loan_0007__m1337_combo	adversarial	mut:combo		LEAK	4070 2­8ІО ЧЧ12  19 18 5095
combo_homoglyph+invisible+case	ACCOUNT	loan_0007__m1337_combo	adversarial	mut:combo		LEAK	З010⁠І8⁠І04⁠О0000000555
combo_homoglyph+invisible+case	ACCOUNT	loan_0007__m1337_combo	adversarial	mut:combo		hidden	3О1 О181О2О​000000059​3
combo_homoglyph+invisible+case	ACCOUNT	loan_0007__m1337_combo	adversarial	mut:combo	valid	LEAK	4‍0​7028107735З9​5б7425
combo_homoglyph+invisible+case	ACCOUNT	loan_0007__m1337_combo	adversarial	mut:combo	valid	LEAK	Ч0­7028104­412191­85095
combo_homoglyph+invisible+case	ACCOUNT	sale_0003__m1337_combo	adversarial	mut:combo		LEAK	301О⁠1​8І‍07ОО000000187
combo_homoglyph+invisible+case	ACCOUNT	sale_0003__m1337_combo	adversarial	mut:combo		LEAK	4О70 2⁠810  145 1 7937 7З42
combo_homoglyph+invisible+case	ACCOUNT	sale_0003__m1337_combo	adversarial	mut:combo		hidden	30‍10181ОЧ­4525 0ОО0360
combo_homoglyph+invisible+case	ACCOUNT	sale_0003__m1337_combo	adversarial	mut:combo	valid	LEAK	4​О70 28ІО І451 ­7937⁠ 7342
combo_homoglyph+invisible+case	ACCOUNT	sale_0003__m1337_combo	adversarial	mut:combo	valid	LEAK	Ч070​ 281О­ 9503 6682 77‍З6
combo_homoglyph+invisible+case	ACCOUNT	sale_0008__m2718_combo	adversarial	mut:combo		LEAK	Ч О8І 78І0 6331 014‍6 21 89
combo_homoglyph+invisible+case	ACCOUNT	sale_0009__m1337_combo	adversarial	mut:combo		LEAK	30‍101​81О60О0О00006­03
combo_homoglyph+invisible+case	ACCOUNT	sale_0009__m1337_combo	adversarial	mut:combo		LEAK	ЗО10181О 1Ч5⁠25000⁠0974
combo_homoglyph+invisible+case	ACCOUNT	sale_0009__m1337_combo	adversarial	mut:combo		LEAK	Ч0 7О28І07\nЧ541654­7­641
combo_homoglyph+invisible+case	ACCOUNT	sale_0009__m1337_combo	adversarial	mut:combo	valid	LEAK	407О281О 0398б709​582​8
combo_homoglyph+invisible+case	ACCOUNT	sale_0009__m1337_combo	adversarial	mut:combo	valid	LEAK	Ч07О28І07Ч5​41654‍7​641
combo_homoglyph+invisible+case	ACCOUNT	services_0001__m1337_combo	adversarial	mut:combo	valid	hidden	ЧО8О28​І005543­9540 723
combo_homoglyph+invisible+case	ACCOUNT	services_0007__m1337_combo	adversarial	mut:combo	valid	hidden	Ч­О80‍281О659‍277578791
combo_homoglyph+invisible+case	ACCOUNT	services_0010__m1337_combo	adversarial	mut:combo		hidden	З0­10І810Ч00О0⁠00 00225
combo_homoglyph+invisible+case	ACCOUNT	services_0010__m1337_combo	adversarial	mut:combo	valid	LEAK	4О7О28І‍0­9525б53502 69
combo_homoglyph+invisible+case	ACCOUNT	services_0010__m1337_combo	adversarial	mut:combo	valid	hidden	408028ІО5775­З52б8­67 6
combo_homoglyph+invisible+case	ACCOUNT	services_0013__m1337_combo	adversarial	mut:combo	valid	LEAK	Ч0802‍8107 ЧІ5б8 819270
combo_homoglyph+invisible+case	ACCOUNT	supply_0005__m1337_combo	adversarial	mut:combo	valid	hidden	4О80 281О­4бІ⁠704803064
combo_homoglyph+invisible+case	ACCOUNT	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	З0⁠1ОІ 81О20000 0000593
combo_homoglyph+invisible+case	ACCOUNT	supply_0008__m2718_combo	adversarial	mut:combo	valid	LEAK	407О2810​4595⁠1З00­9717
combo_homoglyph+invisible+case	ACCOUNT	supply_0008__m2718_combo	adversarial	mut:combo	valid	hidden	Ч‍080 28ІО 438Ч14032593
combo_homoglyph+invisible+case	ACCOUNT	supply_0010__m1337_combo	adversarial	mut:combo	valid	LEAK	408О28І⁠О7188​5Ч26­8064
combo_homoglyph+invisible+case	ACCOUNT	supply_0010__m1337_combo	adversarial	mut:combo	valid	hidden	Ч08О⁠28І​О852273602 774
combo_homoglyph+invisible+case	ACCOUNT	supply_0011__m1337_combo	adversarial	mut:combo	valid	LEAK	4080281072 2 8203б1­О01
combo_homoglyph+invisible+case	ACCOUNT	works_0001__m1337_combo	adversarial	mut:combo		LEAK	301О18І 0150О4О­0007 63
combo_homoglyph+invisible+case	ACCOUNT	works_0001__m1337_combo	adversarial	mut:combo		LEAK	3⁠01018‍ІО1452500О09 7Ч
combo_homoglyph+invisible+case	ACCOUNT	works_0001__m1337_combo	adversarial	mut:combo		LEAK	40702⁠8ІО8\nЧ187Ч4‍596​86
combo_homoglyph+invisible+case	ACCOUNT	works_0001__m1337_combo	adversarial	mut:combo	valid	LEAK	407028​1О7 712​05986812
combo_homoglyph+invisible+case	ACCOUNT	works_0001__m1337_combo	adversarial	mut:combo	valid	LEAK	4​07028І08418 7⁠445968б
combo_homoglyph+invisible+case	ACCOUNT	works_0007__m1337_combo	adversarial	mut:combo		LEAK	4 07О 2810 92­7З 405­9 Ч1Ч1
combo_homoglyph+invisible+case	ACCOUNT	works_0007__m1337_combo	adversarial	mut:combo		LEAK	З01 О18І‍О2000­00000700
combo_homoglyph+invisible+case	ACCOUNT	works_0007__m1337_combo	adversarial	mut:combo		LEAK	ЗОІ0­18І​090000⁠0000790
combo_homoglyph+invisible+case	ACCOUNT	works_0007__m1337_combo	adversarial	mut:combo	valid	LEAK	4070281001⁠91​б472985 2
combo_homoglyph+invisible+case	ACCOUNT	works_0007__m1337_combo	adversarial	mut:combo	valid	LEAK	4­0 7028109273ЧО59Ч1‍Ч1
combo_homoglyph+invisible+case	ACCOUNT	works_0008__m1337_combo	adversarial	mut:combo		LEAK	Ч08 О281О7 \n1991З28204­8
combo_homoglyph+invisible+case	ACCOUNT	works_0008__m1337_combo	adversarial	mut:combo		hidden	30101 8 104ОО0⁠0ОО00555
combo_homoglyph+invisible+case	ACCOUNT	works_0008__m1337_combo	adversarial	mut:combo	valid	LEAK	Ч08О28107199І32⁠8​2 048
combo_homoglyph+invisible+case	ACCOUNT	works_0008__m1337_combo	adversarial	mut:combo	valid	hidden	4О70 ­28ІО б 31 5 9556 5011
combo_homoglyph+invisible+case	ADDRESS	agency_0001__m1337_combo	adversarial	mut:combo		LEAK	44з01О,​ Г­. СаМаPа, НaБ. сАд оВаЯ, д. 57, Кв. 140
combo_homoglyph+invisible+case	ADDRESS	agency_0006__m1337_combo	adversarial	mut:combo		LEAK	a/я​ 44, Г. нИжНиЙ­ hОв гOрОд, Б03000
combo_homoglyph+invisible+case	ADDRESS	agency_0006__m1337_combo	adversarial	mut:combo		LEAK	А/Я 27, Г. ОДИНЦO­ВО, ІЧ­30­О0
combo_homoglyph+invisible+case	ADDRESS	agency_0006__m1337_combo	adversarial	mut:combo		LEAK	а/я 1О,­ Г. оДи нЦоВо, 1430 00
combo_homoglyph+invisible+case	ADDRESS	agency_0006__m1337_combo	adversarial	mut:combo		LEAK	а /‍я 70, г. КрАсНoГоРсК‍, Іч340о
combo_homoglyph+invisible+case	ADDRESS	agency_0007__m1337_combo	adversarial	mut:combo		LEAK	620014, г. EкAтЕpИнБyРг, Ул. СоВеТсКаЯ,  Д. 20 , Кв. ​73
combo_homoglyph+invisible+case	ADDRESS	cession_0008__m2718_combo	adversarial	mut:combo		LEAK	А/Я 29‍,⁠ Г. НОВOС ИБИРCK, 63О099
combo_homoglyph+invisible+case	ADDRESS	cession_0008__m2718_combo	adversarial	mut:combo		LEAK	а/я  1‍2​, Г. xИмKи, 14І4О0
combo_homoglyph+invisible+case	ADDRESS	cession_0008__m2718_combo	adversarial	mut:combo		LEAK	ворон еж,  cтpoителeй  86
combo_homoglyph+invisible+case	ADDRESS	labor_0001__m1337_combo	adversarial	mut:combo		LEAK	на­б. стpоитeлeй,‍ д. 55, c. ивановское,  тверская обл.
combo_homoglyph+invisible+case	ADDRESS	lease_0001__m1337_combo	adversarial	mut:combo		LEAK	CВЕРДЛ ОВСКАЯ ОБЛ., ТЕP. СНT «­PОДНИК», УЧ. ⁠98
combo_homoglyph+invisible+case	ADDRESS	lease_0002__m2718_combo	adversarial	mut:combo		LEAK	A/Я 50, Г­. ⁠TВEРЬ, І7010‍0
combo_homoglyph+invisible+case	ADDRESS	lease_0002__m2718_combo	adversarial	mut:combo		LEAK	A‍/Я 18, Г.‍ КA‍ЗАНЬ, 42011І
combo_homoglyph+invisible+case	ADDRESS	lease_0002__m2718_combo	adversarial	mut:combo		LEAK	a/­я 72, г.​ сaнкт-пeтeрбург, 190 000
combo_homoglyph+invisible+case	ADDRESS	lease_0002__m2718_combo	adversarial	mut:combo		LEAK	А/Я 50, Г. ​ЕКАТЕРИНБУPГ , 62 0О14
combo_homoglyph+invisible+case	ADDRESS	lease_0002__m2718_combo	adversarial	mut:combo		LEAK	а/я 5і, г. bo pонеж, 3⁠9⁠4000
combo_homoglyph+invisible+case	ADDRESS	lease_0007__m1337_combo	adversarial	mut:combo		LEAK	тв‍ерcкая обл., дмитровский р-н, 29 kм aвтодoроги м-8 «дон», с­тр‍. 3
combo_homoglyph+invisible+case	ADDRESS	loan_0004__m2718_combo	adversarial	mut:combo		LEAK	А/Я І​9, Г. ВОРOНЕЖ,­ 3940О‍О
combo_homoglyph+invisible+case	ADDRESS	loan_0004__m2718_combo	adversarial	mut:combo		LEAK	а/я 6з​, г. химkи , і‍41ч00
combo_homoglyph+invisible+case	ADDRESS	loan_0007__m1337_combo	adversarial	mut:combo		LEAK	CЕPГИЕВ ПOСА‍Д,  СТРOИТ​ЕЛЕЙ 75
combo_homoglyph+invisible+case	ADDRESS	loan_0007__m1337_combo	adversarial	mut:combo		LEAK	ek атep инбург кутузовский 23/1 к⁠в 58
combo_homoglyph+invisible+case	ADDRESS	loan_0007__m1337_combo	adversarial	mut:combo		LEAK	В⁠OРОНЕЖ КИРОВ­A 41/3  КВ І6
combo_homoglyph+invisible+case	ADDRESS	loan_0007__m1337_combo	adversarial	mut:combo		LEAK	хИmКи tВeР С‍КаЯ 52/і  Кв 8
combo_homoglyph+invisible+case	ADDRESS	sale_0003__m1337_combo	adversarial	mut:combo		LEAK	CВEPДЛОВ­СКAЯ О⁠БЛ., ТЕ⁠Р. СНТ «РОДНИК», УЧ. 37
combo_homoglyph+invisible+case	ADDRESS	sale_0003__m1337_combo	adversarial	mut:combo		LEAK	РЕСПУБЛИ‍KA ТАТАP­СТАН, ТЕР. CНТ «РОДНИК» , УЧ. 145
combo_homoglyph+invisible+case	ADDRESS	sale_0003__m1337_combo	adversarial	mut:combo		LEAK	твeрскaя об⁠л., тeр. с‍нt «родни к», уч. 289
combo_homoglyph+invisible+case	ADDRESS	services_0001__m1337_combo	adversarial	mut:combo		LEAK	і43400, г­. к⁠рacнoгорск, наб. пушкина, д. 41, кв‍. 59
combo_homoglyph+invisible+case	ADDRESS	services_0008__m2718_combo	adversarial	mut:combo		LEAK	HОВОСИБ​ИPСКAЯ ОБЛ., ТЕР. CНТ «РО ДНИК», УЧ.⁠ 123
combo_homoglyph+invisible+case	ADDRESS	services_0010__m1337_combo	adversarial	mut:combo		LEAK	1ч1ч00, г. xи⁠mки, прос‍п. профсоюзная,  д. 20, кв. 140
combo_homoglyph+invisible+case	ADDRESS	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	34ЧО02, Г. POСТОВ-НА-ДОНУ,⁠  БУЛ.  ПОБЕДЫ, Д. 34, КВ. 86
combo_homoglyph+invisible+case	ADDRESS	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	62о014, г. EкАтЕрИнБyРг, На⁠б. OкТ⁠ЯбРьСкАя, Д.­ 55, Кв. 188
combo_homoglyph+invisible+case	ADDRESS	supply_0008__m2718_combo	adversarial	mut:combo		LEAK	з94о00, г. boр⁠онеж, бул. к ос монавтов, д. 63, кв. 67
combo_homoglyph+invisible+case	ADDRESS	supply_0010__m1337_combo	adversarial	mut:combo		LEAK	101000, Г . МОCKВА­, Б УЛ. CОВЕТСКAЯ, Д. 11, КВ. 117
combo_homoglyph+invisible+case	ADDRESS	supply_0011__m1337_combo	adversarial	mut:combo		LEAK	10100О, Г. M ОСKВА, ПРОЕЗ​Д KИРОВА, Д. ⁠28, КВ. 66
combo_homoglyph+invisible+case	ADDRESS	supply_0011__m1337_combo	adversarial	mut:combo		LEAK	6030оо, г. hижний новгоpод, пе р. пушкина, д. 34, кв.  1⁠27
combo_homoglyph+invisible+case	ADDRESS	works_0001__m1337_combo	adversarial	mut:combo		LEAK	пер.  победы, д⁠. 9, д. малыe в язёмы, твеpckая обл.
combo_homoglyph+invisible+case	ADDRESS	works_0006__m2718_combo	adversarial	mut:combo		LEAK	КAЗA⁠НЬ, КИPOВА‍ 78
combo_homoglyph+invisible+case	ADDRESS	works_0006__m2718_combo	adversarial	mut:combo		LEAK	вOрO​НeЖ, сOвЕ Т​СкАя 70
combo_homoglyph+invisible+case	ADDRESS	works_0006__m2718_combo	adversarial	mut:combo		LEAK	хим к­и, сaдoвая з1
combo_homoglyph+invisible+case	BIK	agency_0001__m1337_combo	adversarial	mut:combo		LEAK	О4452⁠5225
combo_homoglyph+invisible+case	BIK	agency_0001__m1337_combo	adversarial	mut:combo		LEAK	ОЧЧ525­225
combo_homoglyph+invisible+case	BIK	agency_0001__m1337_combo	adversarial	mut:combo		hidden	0‍445257ОО
combo_homoglyph+invisible+case	BIK	agency_0004__m2718_combo	adversarial	mut:combo		hidden	О 44525555
combo_homoglyph+invisible+case	BIK	agency_0004__m2718_combo	adversarial	mut:combo		hidden	О‍4Ч525974
combo_homoglyph+invisible+case	BIK	agency_0007__m1337_combo	adversarial	mut:combo		LEAK	04‍Ч03О79О
combo_homoglyph+invisible+case	BIK	agency_0007__m1337_combo	adversarial	mut:combo		LEAK	О44525 187
combo_homoglyph+invisible+case	BIK	cession_0003__m1337_combo	adversarial	mut:combo		LEAK	О44525‍225
